Invoice Type,Bill To GCI,Name,Bill to GCI Br,CC,UsageDistinction,EI Invoice Ref,File,TC,Canceling Inv Reference,Issue Date,Issue Date Month,Issue Date Year,Amount,Currency,Foreign Amount,Foreign Currency,VAT Amount,Tax Invoice Status,Internal Tax Ref,Vat Invoice Ref,Vat Issue Date,Vat Issue Date Month,Vat Issue Date Year,First Vat Inv Ref,First Vat Issue Date,First Vat Issue Date Month,First Vat Issue Date Year,Consol,Service Order,MBL,HBL
INV,G0672672,天津悦龙科技有限公司,38,CN,,E381337069,R380029116,,,8-Sep-20,9,2020,974.55,CNY,,,0,CONFIRMED,T200009486,01200200031109839537,11-Sep-20,9,2020,01200200031109839537,11-Sep-20,9,2020,,,000-R380029116,
INV,G2674445,天津市通世工贸有限公司,38,CN,,E381337070,R380028757,,,8-Sep-20,9,2020,1285.77,CNY,,,0,CONFIRMED,T200009487,01200200031109839538,11-Sep-20,9,2020,01200200031109839538,11-Sep-20,9,2020,,,000-R380028757,
INV,G1704630,福建省莆田元鼎进出口有限公司,38,CN,,E381337072,R380029102,,,8-Sep-20,9,2020,7092,CNY,,,0,CONFIRMED,T200009437,01200200031109839486,10-Sep-20,9,2020,01200200031109839486,10-Sep-20,9,2020,,,000-R380029102,
INV,G1704630,福建省莆田元鼎进出口有限公司,38,CN,,E381337074,R380029119,,,8-Sep-20,9,2020,5688.55,CNY,,,0,CONFIRMED,T200009438,01200200031109839487,10-Sep-20,9,2020,01200200031109839487,10-Sep-20,9,2020,,,000-R380029119,
INV,G1704630,福建省莆田元鼎进出口有限公司,38,CN,,E381337078,R380029295,,,8-Sep-20,9,2020,4580.55,CNY,,,0,CONFIRMED,T200009493,01200200031109839544,11-Sep-20,9,2020,01200200031109839544,11-Sep-20,9,2020,,,000-R380029295,
INV,G1262962,上海五湖春贸易有限公司,38,CN,,E381337079,6380195698,,,8-Sep-20,9,2020,1550,CNY,,,0,CONFIRMED,T200009452,01200200031109839503,11-Sep-20,9,2020,01200200031109839503,11-Sep-20,9,2020,TSN8123932,,COSU6273090610,
INV,G1940099,科斐凯博线缆（天津）有限公司,38,CN,,E381337080,1380013066,,,8-Sep-20,9,2020,350,CNY,,,19.81,CONFIRMED,T200009751,120020116000422354,18-Sep-20,9,2020,120020116000422354,18-Sep-20,9,2020,,,NPO010800,FO2020/444
INV,G2091441,天津顺港物流有限公司,38,CN,,E381337081,7380085725,,,8-Sep-20,9,2020,400,CNY,,,0,CONFIRMED,T200009524,01200200031109839573,11-Sep-20,9,2020,01200200031109839573,11-Sep-20,9,2020,SDQ8008270,,OOLU2643122850,623508513
INV,G2091441,天津顺港物流有限公司,38,CN,,E381337082,7380086034,,,8-Sep-20,9,2020,400,CNY,,,0,CONFIRMED,T200009398,01200200031109839449,8-Sep-20,9,2020,01200200031109839449,8-Sep-20,9,2020,SDQ8008362,,COSU6271610940,623508679
INV,G2091441,天津顺港物流有限公司,38,CN,,E381337083,7380086163,,,8-Sep-20,9,2020,400,CNY,,,0,CONFIRMED,T200009399,01200200031109839450,8-Sep-20,9,2020,01200200031109839450,8-Sep-20,9,2020,SDQ8008362,,COSU6271610940,623508652
INV,G0737370,天津开发区大野航务有限公司,38,CN,,E381337084,7380085898,,,8-Sep-20,9,2020,400,CNY,,,0,CONFIRMED,T200009400,01200200031109839451,8-Sep-20,9,2020,01200200031109839451,8-Sep-20,9,2020,SDQ8008323,,COSU6271083020,623508638
INV,G2091441,天津顺港物流有限公司,38,CN,,E381337085,7380086170,,,8-Sep-20,9,2020,400,CNY,,,0,CONFIRMED,T200009401,01200200031109839452,8-Sep-20,9,2020,01200200031109839452,8-Sep-20,9,2020,SDQ8008412,,COSU6272634310,623508749
INV,G2091441,天津顺港物流有限公司,38,CN,,E381337086,7380085857,,,8-Sep-20,9,2020,400,CNY,,,0,CONFIRMED,T200009402,01200200031109839453,8-Sep-20,9,2020,01200200031109839453,8-Sep-20,9,2020,SDQ8008308,,OOLU2644027130,623508598
INV,G2326019,唐山海鹏国际货运代理有限公司,38,CN,,E381337088,R380028590,,,8-Sep-20,9,2020,2910.8,CNY,,,0,CONFIRMED,T200009859,01200200031109839895,21-Sep-20,9,2020,01200200031109839895,21-Sep-20,9,2020,,,000-R380028590,
INV,G0428513,天津嘉禾晟邦国际物流有限公司,38,CN,,E381337090,7380085987,,,8-Sep-20,9,2020,1297.57,CNY,,,0,CONFIRMED,T200009406,01200200031109839457,8-Sep-20,9,2020,01200200031109839457,8-Sep-20,9,2020,ORD8072701,,ORD8072701,617428671
INV,G0691351,天津市长越货运代理有限公司,38,CN,,E381337091,7380085989,,,8-Sep-20,9,2020,1612.02,CNY,,,0,CONFIRMED,T200009407,01200200031109839458,8-Sep-20,9,2020,01200200031109839458,8-Sep-20,9,2020,ORD8072701,,ORD8072701,6170091165
INV,G1170874,天津经济技术开发区报关行,38,CN,,E381337094,7380085990,,,8-Sep-20,9,2020,1240,CNY,,,0,CONFIRMED,T200009408,01200200031109839459,8-Sep-20,9,2020,01200200031109839459,8-Sep-20,9,2020,ORD8072701,,ORD8072701,6170091169
INV,G0428513,天津嘉禾晟邦国际物流有限公司,38,CN,,E381337097,7380085867,,,8-Sep-20,9,2020,1841.2,CNY,,,0,CONFIRMED,T200009409,01200200031109839460,8-Sep-20,9,2020,01200200031109839460,8-Sep-20,9,2020,ORD8072700,,ORD8072700,617428640
INV,G0428513,天津嘉禾晟邦国际物流有限公司,38,CN,,E381337098,7380085870,,,8-Sep-20,9,2020,1294.91,CNY,,,0,CONFIRMED,T200009410,01200200031109839461,8-Sep-20,9,2020,01200200031109839461,8-Sep-20,9,2020,ORD8072700,,ORD8072700,617428655
INV,G0873878,天津高盛钢丝绳有限公司,38,CN,,E381337099,6380196133,,,8-Sep-20,9,2020,515,CNY,,,0,CONFIRMED,T200009403,01200200031109839454,8-Sep-20,9,2020,01200200031109839454,8-Sep-20,9,2020,TSN8123986,,SC18ISTM9978,
INV,G1714077,中外运-日新国际货运有限公司天津分公司,38,CN,,E381337102,6380196105,,,8-Sep-20,9,2020,3004,CNY,,,0,CONFIRMED,T200009453,01200200031109839504,11-Sep-20,9,2020,01200200031109839504,11-Sep-20,9,2020,TSN8124031,,YMLUW235206571,
INV,G0563138,美集物流运输（中国）有限公司天津分公司,38,CN,,E381337104,6380195562,,,8-Sep-20,9,2020,3817.8,CNY,,,0,CONFIRMED,T200009404,01200200031109839455,8-Sep-20,9,2020,01200200031109839455,8-Sep-20,9,2020,,,MEDUT2964806,
INV,G0672672,天津悦龙科技有限公司,38,CN,,E381337105,R380029002,,,8-Sep-20,9,2020,3462.61,CNY,,,0,CONFIRMED,T200009474,01200200031109839525,11-Sep-20,9,2020,01200200031109839525,11-Sep-20,9,2020,,,000-R380029002,
INV,G0672672,天津悦龙科技有限公司,38,CN,,E381337106,R380029003,,,8-Sep-20,9,2020,925.21,CNY,,,0,CONFIRMED,T200009474,01200200031109839525,11-Sep-20,9,2020,01200200031109839525,11-Sep-20,9,2020,,,000-R380029003,
INV,G2674445,天津市通世工贸有限公司,38,CN,,E381337107,R380029004,,,8-Sep-20,9,2020,948.72,CNY,,,0,CONFIRMED,T200009475,01200200031109839526,11-Sep-20,9,2020,01200200031109839526,11-Sep-20,9,2020,,,000-R380029004,
INV,G1764865,天津井上高分子材料制品有限公司,38,CN,,E381337108,7380085871,,,8-Sep-20,9,2020,6120.44,CNY,,,346.44,CONFIRMED,T200009427,120020116000422343,9-Sep-20,9,2020,120020116000422343,9-Sep-20,9,2020,,,SNLANYCL551324,
INV,G0672672,天津悦龙科技有限公司,38,CN,,E381337109,R380029005,,,8-Sep-20,9,2020,1144.56,CNY,,,0,CONFIRMED,T200009474,01200200031109839525,11-Sep-20,9,2020,01200200031109839525,11-Sep-20,9,2020,,,000-R380029005,
INV,G0672672,天津悦龙科技有限公司,38,CN,,E381337110,R380029006,,,8-Sep-20,9,2020,953.23,CNY,,,0,CONFIRMED,T200009474,01200200031109839525,11-Sep-20,9,2020,01200200031109839525,11-Sep-20,9,2020,,,000-R380029006,
INV,G2674445,天津市通世工贸有限公司,38,CN,,E381337111,R380029196,,,8-Sep-20,9,2020,1500.73,CNY,,,0,CONFIRMED,T200009475,01200200031109839526,11-Sep-20,9,2020,01200200031109839526,11-Sep-20,9,2020,,,000-R380029196,
INV,G0745282,天津永进缝制品有限公司,38,CN,,E381337113,R380029432,,,8-Sep-20,9,2020,1208.3,CNY,,,0,CONFIRMED,T200009477,01200200031109839528,11-Sep-20,9,2020,01200200031109839528,11-Sep-20,9,2020,,,000-R380029432,
INV,G0373995,天津市依依卫生用品股份有限公司,38,CN,,E381337116,R380029197,,,8-Sep-20,9,2020,25224.15,CNY,,,0,CONFIRMED,T200009478,01200200031109839529,11-Sep-20,9,2020,01200200031109839529,11-Sep-20,9,2020,,,000-R380029197,
INV,G2351673,环球通物流（天津）有限公司,38,CN,,E381337117,R380029008,,,8-Sep-20,9,2020,984.31,CNY,,,0,CONFIRMED,T200009411,01200200031109839462,8-Sep-20,9,2020,01200200031109839462,8-Sep-20,9,2020,,,000-R380029008,
INV,G1704630,福建省莆田元鼎进出口有限公司,38,CN,,E381337119,R380029041,,,8-Sep-20,9,2020,5670.55,CNY,,,0,CONFIRMED,T200009439,01200200031109839488,10-Sep-20,9,2020,01200200031109839488,10-Sep-20,9,2020,,,000-R380029041,
INV,G0711754,江苏高淳陶瓷股份有限公司,38,CN,,E381337120,R380029055,,,8-Sep-20,9,2020,4713.55,CNY,,,0,CONFIRMED,T200009479,01200200031109839530,11-Sep-20,9,2020,01200200031109839530,11-Sep-20,9,2020,,,000-R380029055,
INV,G2674445,天津市通世工贸有限公司,38,CN,,E381337121,R380029198,,,8-Sep-20,9,2020,1379.77,CNY,,,0,CONFIRMED,T200009475,01200200031109839526,11-Sep-20,9,2020,01200200031109839526,11-Sep-20,9,2020,,,000-R380029198,
INV,G0672672,天津悦龙科技有限公司,38,CN,,E381337122,R380029199,,,8-Sep-20,9,2020,1487.28,CNY,,,0,CONFIRMED,T200009474,01200200031109839525,11-Sep-20,9,2020,01200200031109839525,11-Sep-20,9,2020,,,000-R380029199,
INV,G2881731,邢台荣越玻璃科技有限公司,38,CN,,E381337123,5380141976,,,8-Sep-20,9,2020,4930,CNY,,,0,CONFIRMED,T200009443,01200200031109839494,11-Sep-20,9,2020,01200200031109839494,11-Sep-20,9,2020,,,YMLUW235206410,
INV,G2881731,邢台荣越玻璃科技有限公司,38,CN,,E381337124,5380141979,,,8-Sep-20,9,2020,2915,CNY,,,0,CONFIRMED,T200009444,01200200031109839495,11-Sep-20,9,2020,01200200031109839495,11-Sep-20,9,2020,,,YMLUW235206566,
INV,G2517648,河北家尚商贸有限公司,38,CN,,E381337125,R380029056,,,8-Sep-20,9,2020,2574.25,CNY,,,0,CONFIRMED,T200009476,01200200031109839527,11-Sep-20,9,2020,01200200031109839527,11-Sep-20,9,2020,,,000-R380029056,
INV,G0745282,天津永进缝制品有限公司,38,CN,,E381337126,R380029433,,,8-Sep-20,9,2020,1174.7,CNY,,,0,CONFIRMED,T200009477,01200200031109839528,11-Sep-20,9,2020,01200200031109839528,11-Sep-20,9,2020,,,000-R380029433,
INV,G2618698,天津三和果蔬有限公司,38,CN,,E381337128,R380028877,,,8-Sep-20,9,2020,8680.5,CNY,,,0,CONFIRMED,T200009480,01200200031109839531,11-Sep-20,9,2020,01200200031109839531,11-Sep-20,9,2020,,,000-R380028877,
INV,G2618698,天津三和果蔬有限公司,38,CN,,E381337130,R380028878,,,8-Sep-20,9,2020,8680.5,CNY,,,0,CONFIRMED,T200009481,01200200031109839532,11-Sep-20,9,2020,01200200031109839532,11-Sep-20,9,2020,,,000-R380028878,
INV,G0329250,天津天保伟业通关物流有限公司,38,CN,,E381337131,2380299439,,,8-Sep-20,9,2020,1704,CNY,,,0,CONFIRMED,T200009506,01200200031109839555,11-Sep-20,9,2020,01200200031109839555,11-Sep-20,9,2020,DFW1222675,,988-26906342,419782466
INV,G2517648,河北家尚商贸有限公司,38,CN,,E381337133,R380029195,,,8-Sep-20,9,2020,3000.24,CNY,,,0,CONFIRMED,T200009476,01200200031109839527,11-Sep-20,9,2020,01200200031109839527,11-Sep-20,9,2020,,,000-R380029195,
INV,G2881731,邢台荣越玻璃科技有限公司,38,CN,,E381337134,5380142502,,,8-Sep-20,9,2020,9060,CNY,,,0,CONFIRMED,T200009445,01200200031109839496,11-Sep-20,9,2020,01200200031109839496,11-Sep-20,9,2020,,,COSU6274684850,
INV,G2881731,邢台荣越玻璃科技有限公司,38,CN,,E381337136,5380141977,,,8-Sep-20,9,2020,8960,CNY,,,0,CONFIRMED,T200009446,01200200031109839497,11-Sep-20,9,2020,01200200031109839497,11-Sep-20,9,2020,,,COSU6274684680,
INV,G2756317,天津市通运达物流有限公司,38,CN,,E381337138,2380299494,,,8-Sep-20,9,2020,649.2,CNY,,,0,CONFIRMED,T200009507,01200200031109839556,11-Sep-20,9,2020,01200200031109839556,11-Sep-20,9,2020,ORD1521554,,180-47811621,4190243422
INV,G0717364,天津海胜名达国际货运代理有限公司,38,CN,,E381337139,6380195825,,,8-Sep-20,9,2020,2274.8,CNY,,,0,CONFIRMED,T200009613,01200200031109839654,15-Sep-20,9,2020,01200200031109839654,15-Sep-20,9,2020,TSN8123851,,COSU6272643890,
INV,G2464421,新乐华宝医疗用品有限公司,38,CN,,E381337140,R380029332,,,8-Sep-20,9,2020,2550.8,CNY,,,0,CONFIRMED,T200009413,01200200031109839464,9-Sep-20,9,2020,01200200031109839464,9-Sep-20,9,2020,,,000-R380029332,
INV,G0737370,天津开发区大野航务有限公司,38,CN,,E381337141,2380299412,,,8-Sep-20,9,2020,4431,CNY,,,0,CONFIRMED,T200009508,01200200031109839557,11-Sep-20,9,2020,01200200031109839557,11-Sep-20,9,2020,CPH1013257,,988-21950014,416018423
INV,G0737370,天津开发区大野航务有限公司,38,CN,,E381337142,2380299410,,,8-Sep-20,9,2020,57480,CNY,,,0,CONFIRMED,T200009508,01200200031109839557,11-Sep-20,9,2020,01200200031109839557,11-Sep-20,9,2020,CPH1013247,,988-21950003,416018415
INV,G0717364,天津海胜名达国际货运代理有限公司,38,CN,,E381337143,6380195826,,,8-Sep-20,9,2020,5507.2,CNY,,,0,CONFIRMED,T200009614,01200200031109839655,15-Sep-20,9,2020,01200200031109839655,15-Sep-20,9,2020,TSN8123852,,COSU6272644580,
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381337145,2380299256,,,8-Sep-20,9,2020,70810.59,CNY,,,0,CONFIRMED,T200009790,01200200031109839827,18-Sep-20,9,2020,01200200031109839827,18-Sep-20,9,2020,FRA1234389,,172-42923963,4560273097
INV,G0609918,仟佰億科技（天津）集团有限公司,38,CN,,E381337146,R380029134,,,8-Sep-20,9,2020,2634.55,CNY,,,0,CONFIRMED,T200009488,01200200031109839539,11-Sep-20,9,2020,01200200031109839539,11-Sep-20,9,2020,,,000-R380029134,
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381337147,2380299286,,,8-Sep-20,9,2020,18404.19,CNY,,,0,CONFIRMED,T200009790,01200200031109839827,18-Sep-20,9,2020,01200200031109839827,18-Sep-20,9,2020,ORD1521550,,180-47811164,4041852443
INV,G0724025,天津安传电子有限公司,38,CN,,E381337148,6380195992,,,8-Sep-20,9,2020,2349.8,CNY,,,0,CONFIRMED,T200009447,01200200031109839498,11-Sep-20,9,2020,01200200031109839498,11-Sep-20,9,2020,TSN8124068,,COSU6273958950,
INV,G1557083,通用电气医疗系统(天津)有限公司,38,CN,,E381337149,2380299314,,,8-Sep-20,9,2020,37082.65,CNY,,,0,CONFIRMED,T200009790,01200200031109839827,18-Sep-20,9,2020,01200200031109839827,18-Sep-20,9,2020,ORD1524465,,172-43731063,4041853091
INV,G0563138,美集物流运输（中国）有限公司天津分公司,38,CN,,E381337150,6380195717,,,8-Sep-20,9,2020,2586.8,CNY,,,0,CONFIRMED,T200009426,01200200031109839476,9-Sep-20,9,2020,01200200031109839476,9-Sep-20,9,2020,,,MEDUT7010175,
INV,G0722504,乐金电子（天津）电器有限公司,38,CN,,E381337155,6380196045,,,8-Sep-20,9,2020,1006.56,CNY,,,0,CONFIRMED,T200009905,01200200031109839939,22-Sep-20,9,2020,01200200031109839939,22-Sep-20,9,2020,TSN8123897,,LSC16TJ2009125,
INV,G2897952,天津市盛德兴餐具有限公司,38,CN,,E381337161,R380029451,,,8-Sep-20,9,2020,2752,CNY,,,0,CONFIRMED,T200009489,01200200031109839540,11-Sep-20,9,2020,01200200031109839540,11-Sep-20,9,2020,,,000-R380029451,
INV,G0722504,乐金电子（天津）电器有限公司,38,CN,,E381337164,6380196030,,,8-Sep-20,9,2020,851.78,CNY,,,0,CONFIRMED,T200009905,01200200031109839939,22-Sep-20,9,2020,01200200031109839939,22-Sep-20,9,2020,TSN8124022,,SC16SYTM6107,
INV,G0723959,SEW-工业减速机（天津）有限公司,38,CN,,E381337165,6380195943,,,8-Sep-20,9,2020,635.5,CNY,,,0,CONFIRMED,T200009753,01200200031109839790,18-Sep-20,9,2020,01200200031109839790,18-Sep-20,9,2020,TSN8123831,,SC16ZAHTH1136,
INV,G0703605,上海康健进出口有限公司,38,CN,,E381337169,6380195926,,,8-Sep-20,9,2020,1663.5,CNY,,,0,CONFIRMED,T200009448,01200200031109839499,11-Sep-20,9,2020,01200200031109839499,11-Sep-20,9,2020,TSN8123892,,SC16METM7111,
INV,G1854045,天津思兰宝旅游用品有限公司,38,CN,,E381337170,R380028828,,,8-Sep-20,9,2020,2874.8,CNY,,,0,CONFIRMED,T200009490,01200200031109839541,11-Sep-20,9,2020,01200200031109839541,11-Sep-20,9,2020,,,000-R380028828,
INV,G3411958,陵川永明金属制品有限公司,38,CN,,E381337171,R380029450,,,8-Sep-20,9,2020,2526,CNY,,,0,CONFIRMED,T200009491,01200200031109839542,11-Sep-20,9,2020,01200200031109839542,11-Sep-20,9,2020,,,000-R380029450,
INV,G0912910,河间利德瀛不锈钢制品有限公司,38,CN,,E381337172,R380029450,,,8-Sep-20,9,2020,2526,CNY,,,0,CONFIRMED,T200009492,01200200031109839543,11-Sep-20,9,2020,01200200031109839543,11-Sep-20,9,2020,,,000-R380029450,
INV,G0745256,天津天星科生皮革制品有限公司,38,CN,,E381337174,R380028717,,,8-Sep-20,9,2020,300,CNY,,,0,CONFIRMED,T200009414,01200200031109839465,9-Sep-20,9,2020,01200200031109839465,9-Sep-20,9,2020,,,000-R380028717,
INV,G1136617,河北鸿德塑料五金制品有限公司,38,CN,,E381337176,6380195572,,,8-Sep-20,9,2020,1850,CNY,,,0,CONFIRMED,T200009449,01200200031109839500,11-Sep-20,9,2020,01200200031109839500,11-Sep-20,9,2020,,,COSU6270501360,
INV,G1748462,天津泛华国际物流有限公司,38,CN,,E381337177,6380195749,,,8-Sep-20,9,2020,2564,CNY,,,0,CONFIRMED,T200009454,01200200031109839505,11-Sep-20,9,2020,01200200031109839505,11-Sep-20,9,2020,TSN8124073,,COSU6273650780,
INV,G1748462,天津泛华国际物流有限公司,38,CN,,E381337179,6380195750,,,8-Sep-20,9,2020,2564,CNY,,,0,CONFIRMED,T200009455,01200200031109839506,11-Sep-20,9,2020,01200200031109839506,11-Sep-20,9,2020,TSN8124071,,COSU6273650820,
INV,G1714077,中外运-日新国际货运有限公司天津分公司,38,CN,,E381337181,6380196107,,,8-Sep-20,9,2020,1684.6,CNY,,,0,CONFIRMED,T200009456,01200200031109839507,11-Sep-20,9,2020,01200200031109839507,11-Sep-20,9,2020,TSN8124161,,HDMUXGWB2622054,
INV,G0757918,廊坊开发区信达国际货运代理有限公司,38,CN,,E381337182,R380029267,,,8-Sep-20,9,2020,2708.8,CNY,,,0,CONFIRMED,T200009412,01200200031109839463,9-Sep-20,9,2020,01200200031109839463,9-Sep-20,9,2020,,,000-R380029267,
INV,G0757918,廊坊开发区信达国际货运代理有限公司,38,CN,,E381337183,R380029268,,,8-Sep-20,9,2020,2708.8,CNY,,,0,CONFIRMED,T200009412,01200200031109839463,9-Sep-20,9,2020,01200200031109839463,9-Sep-20,9,2020,,,000-R380029268,
INV,G0757918,廊坊开发区信达国际货运代理有限公司,38,CN,,E381337184,R380029270,,,8-Sep-20,9,2020,2634.8,CNY,,,0,CONFIRMED,T200009412,01200200031109839463,9-Sep-20,9,2020,01200200031109839463,9-Sep-20,9,2020,,,000-R380029270,
INV,G0757918,廊坊开发区信达国际货运代理有限公司,38,CN,,E381337185,R380029271,,,8-Sep-20,9,2020,2634.8,CNY,,,0,CONFIRMED,T200009412,01200200031109839463,9-Sep-20,9,2020,01200200031109839463,9-Sep-20,9,2020,,,000-R380029271,
INV,G1748462,天津泛华国际物流有限公司,38,CN,,E381337192,6380195748,,,8-Sep-20,9,2020,2564,CNY,,,0,CONFIRMED,T200009457,01200200031109839508,11-Sep-20,9,2020,01200200031109839508,11-Sep-20,9,2020,TSN8124072,,COSU6273650600,
INV,G0722504,乐金电子（天津）电器有限公司,38,CN,,E381337195,6380196028,,,8-Sep-20,9,2020,828.17,CNY,,,0,CONFIRMED,T200009905,01200200031109839939,22-Sep-20,9,2020,01200200031109839939,22-Sep-20,9,2020,TSN8124023,,LSR15TJ2009568,
INV,G1235670,雄县旺达塑料包装制品有限公司,38,CN,,E381337196,6380196086,,,8-Sep-20,9,2020,985,CNY,,,0,CONFIRMED,T200009458,01200200031109839509,11-Sep-20,9,2020,01200200031109839509,11-Sep-20,9,2020,TSN8124053,,SC16SYTM6206,
INV,G2806431,河北海秀进出口贸易有限公司,38,CN,,E381337200,6380195481,,,8-Sep-20,9,2020,5574.4,CNY,,,0,CONFIRMED,T200009459,01200200031109839510,11-Sep-20,9,2020,01200200031109839510,11-Sep-20,9,2020,TSN8123918,,COSU6272376400,
INV,G1619710,唐山汇利达陶瓷有限公司,38,CN,,E381337202,6380195574,,,8-Sep-20,9,2020,2774.8,CNY,,,0,CONFIRMED,T200009415,01200200031109839466,9-Sep-20,9,2020,01200200031109839466,9-Sep-20,9,2020,TSN8124179,,COSU6272750640,
INV,G3456148,天津宏盛佳祥报关服务有限公司,38,CN,,E381337207,7380085703,,,9-Sep-20,9,2020,2376.39,CNY,,,0,CONFIRMED,T200009525,01200200031109839574,11-Sep-20,9,2020,01200200031109839574,11-Sep-20,9,2020,ORD8072417,,ULSXGG20080033,617428523
INV,G3456148,天津宏盛佳祥报关服务有限公司,38,CN,,E381337210,7380085845,,,9-Sep-20,9,2020,1240,CNY,,,0,CONFIRMED,T200009526,01200200031109839575,11-Sep-20,9,2020,01200200031109839575,11-Sep-20,9,2020,WAW8018646,,HAMXIC09999,616627027
INV,G3456148,天津宏盛佳祥报关服务有限公司,38,CN,,E381337214,7380085808,,,9-Sep-20,9,2020,3395.55,CNY,,,0,CONFIRMED,T200009527,01200200031109839576,11-Sep-20,9,2020,01200200031109839576,11-Sep-20,9,2020,ORD8072418,,SNKO011200802452,617428575
INV,G3456148,天津宏盛佳祥报关服务有限公司,38,CN,,E381337215,7380085819,,,9-Sep-20,9,2020,2040.28,CNY,,,0,CONFIRMED,T200009528,01200200031109839577,11-Sep-20,9,2020,01200200031109839577,11-Sep-20,9,2020,ORD8072783,,SNKO011200802452,617428619
INV,G3456148,天津宏盛佳祥报关服务有限公司,38,CN,,E381337216,7380085820,,,9-Sep-20,9,2020,1240,CNY,,,0,CONFIRMED,T200009529,01200200031109839578,11-Sep-20,9,2020,01200200031109839578,11-Sep-20,9,2020,ORD8072783,,SNKO011200802452,617428620
INV,G3456148,天津宏盛佳祥报关服务有限公司,38,CN,,E381337217,7380085869,,,9-Sep-20,9,2020,1452.99,CNY,,,0,CONFIRMED,T200009530,01200200031109839579,11-Sep-20,9,2020,01200200031109839579,11-Sep-20,9,2020,ORD8072700,,ORD8072700,617428642
INV,G3456148,天津宏盛佳祥报关服务有限公司,38,CN,,E381337218,7380085821,,,9-Sep-20,9,2020,1240,CNY,,,0,CONFIRMED,T200009531,01200200031109839580,11-Sep-20,9,2020,01200200031109839580,11-Sep-20,9,2020,ORD8072783,,SNKO011200802452,6170091131
INV,G3456148,天津宏盛佳祥报关服务有限公司,38,CN,,E381337220,7380085580,,,9-Sep-20,9,2020,1240,CNY,,,0,CONFIRMED,T200009532,01200200031109839581,11-Sep-20,9,2020,01200200031109839581,11-Sep-20,9,2020,LHR8024912,,ONEYLIVA29904500,6770046529
INV,G1242482,河北艾尔希物流有限公司,38,CN,,E381337221,6380195469,,,9-Sep-20,9,2020,255,CNY,,,0,CONFIRMED,T200009423,01200200031109839473,9-Sep-20,9,2020,01200200031109839473,9-Sep-20,9,2020,TSN8124054,,AHEI003445,
INV,G0336664,美克国际家私（天津）制造有限公司,38,CN,,E381337222,2380299525,,,9-Sep-20,9,2020,1948.8,CNY,,,0,CONFIRMED,T200009976,01200200031109840006,22-Sep-20,9,2020,01200200031109840006,22-Sep-20,9,2020,MIL1115659,,172-42437861,4410095021
INV,G3456148,天津宏盛佳祥报关服务有限公司,38,CN,,E381337223,7380085749,,,9-Sep-20,9,2020,1240,CNY,,,0,CONFIRMED,T200009533,01200200031109839582,11-Sep-20,9,2020,01200200031109839582,11-Sep-20,9,2020,MAN8022066,,LONXIC02303,6760074312
INV,G1662103,天津联赢货运代理有限公司,38,CN,,E381337227,7380086052,,,9-Sep-20,9,2020,400,CNY,,,0,CONFIRMED,T200009534,01200200031109839583,11-Sep-20,9,2020,01200200031109839583,11-Sep-20,9,2020,RTM8039366,,MEDUPR592510,6490091598
INV,G2586301,山东宏丰农业机械制造有限公司,38,CN,,E381337230,6380195668,,,9-Sep-20,9,2020,2805,CNY,,,0,CONFIRMED,T200009460,01200200031109839511,11-Sep-20,9,2020,01200200031109839511,11-Sep-20,9,2020,TSN8123860,,COSU6273059940,
INV,G1851418,唐山腾飞五金工具制造有限公司,38,CN,,E381337231,6380195266,,,9-Sep-20,9,2020,4265.8,CNY,,,0,CONFIRMED,T200009418,01200200031109839468,9-Sep-20,9,2020,01200200031109839468,9-Sep-20,9,2020,TSN8123767,,HLCUTS12008APQY0,
INV,G0838590,山西顺昊达国际货运代理有限公司,38,CN,,E381337237,6380195765,,,9-Sep-20,9,2020,2408.8,CNY,,,0,CONFIRMED,T200009461,01200200031109839512,11-Sep-20,9,2020,01200200031109839512,11-Sep-20,9,2020,TSN8124178,,COSU6273373550,
INV,G1695744,秦皇岛恩彼碧轴承有限公司,38,CN,,E381337240,6380196053,,,9-Sep-20,9,2020,1461.52,CNY,,,0,CONFIRMED,T200009417,01200200031109839467,9-Sep-20,9,2020,01200200031109839467,9-Sep-20,9,2020,TSN8123957,,LSM13TJ2009507,
INV,G1170874,天津经济技术开发区报关行,38,CN,,E381337242,7380085990,,,9-Sep-20,9,2020,1210,CNY,,,0,CONFIRMED,T200009535,01200200031109839584,11-Sep-20,9,2020,01200200031109839584,11-Sep-20,9,2020,ORD8072701,,ORD8072701,6170091169
INV,G0293778,克瑞宁晋阀门有限公司,38,CN,,E381337246,7380085668,,,9-Sep-20,9,2020,4645.79,CNY,,,0,CONFIRMED,T200009536,01200200031109839585,11-Sep-20,9,2020,01200200031109839585,11-Sep-20,9,2020,MAA8071369,,MAAXIC00289,62G0100766
INV,G0542825,林赛（天津）工业有限公司,38,CN,,E381337247,6380195756,,,9-Sep-20,9,2020,27204.93,CNY,,,0,CONFIRMED,T200009422,01200200031109839472,9-Sep-20,9,2020,01200200031109839472,9-Sep-20,9,2020,TSN8124062,,WSEI000215,
INV,G0900790,北京倍舒特妇幼用品有限公司,38,CN,,E381337252,5380142202,,,9-Sep-20,9,2020,1794.8,CNY,,,0,CONFIRMED,T200010036,01200200031109840064,24-Sep-20,9,2020,01200200031109840064,24-Sep-20,9,2020,,,XGWB2622003,
